S.No.,District,Location,Latitude,Longitude,pH,EC,TDS,TH,Ca,Mg,Na,K,"CO
3","HCO
3",Cl,"SO
4","NO
3",F,U,SAR,RSC
595,MUMBAI,A.M.C. Colony,19.135,72.887,7.97,1274,815,300,50,43,141,16.9,0,458,181,23,15,0.3,0.65,3.55,1.5
596,MUMBAI,Bombay (Church Gate),18.932,72.831,7.59,473,303,180,50,13,24,4.1,0,183,43,17,16,0.34,0.09,0.76,-0.6
597,MUMBAI,Mahim,19.025,72.844,7.94,704,450,245,50,29,35,9.5,0,336,28,20,7,0.32,0.4,0.97,0.6
598,MUMBAI,Vile Parle West,19.098,72.843,7.73,935,598,250,60,24,81,3.8,0,366,82,24,7,0.44,0.7,2.23,1
599,MUMBAI,Amboli_Sarota Pada,19.133,72.839,7.87,968,620,200,50,18,101,23.9,0,293,128,31,35,0.4,0.59,3.11,0.8
600,MUMBAI,Film City-Habale Pada,19.163,72.888,7.87,428,274,135,30,15,21,7.3,0,171,32,12,10,0.35,0.08,0.77,0.1
601,MUMBAI,Vakola,19.081,72.859,7.85,704,451,190,34,26,57,8.5,0,299,46,17,20,0.35,0.21,1.8,1.1
602,MUMBAI,Mazgaon,18.969,72.844,7.78,658,421,275,70,24,15,6.2,0,305,25,10,6,0.54,0.29,0.4,-0.5
603,MUMBAI,Ranicha Bagh,18.979,72.835,8.08,962,615,240,82,9,101,4.1,0,403,53,27,8,0.32,0.34,2.83,1.8
604,MUMBAI,Gorai Beach,19.243,72.785,7.82,1008,645,300,70,30,81,6.3,0,397,96,21,5,0.48,1.94,2.04,0.5
605,MUMBAI,Manori,19.214,72.785,7.7,1371,877,370,76,44,116,11.1,0,336,280,13,10,0.38,1.42,2.62,-1.9
606,MUMBAI,Madh,19.142,72.79,7.75,756,484,250,60,24,53,0.7,0,299,57,46,4,0.36,0.12,1.46,-0.1
607,Nagpur,Umrer,20.85,79.333,7.73,339,217,150,40,12,14,3,0,165,28,17,2,0.58,0.15,0.49,-0.3
608,NAGPUR,Katol,21.283,78.583,7.57,993,636,345,44,57,63,1.6,0,293,117,67,36,0.88,0.64,1.47,-2.1
609,Nagpur,Ramtek,21.4,79.3,7.67,292,187,110,32,7,21,3.4,0,122,32,7,3,0.6,0.13,0.88,-0.2
610,Nagpur,Narkhed,21.467,78.533,7.6,1285,822,420,64,63,77,0.8,0,409,124,80,45,0.44,0.42,1.62,-1.7
611,Nagpur,Gumgaon,20.992,79.033,7.51,1057,676,400,56,63,36,1,0,287,131,50,38,0.44,0.28,0.78,-3.3
612,Nagpur,Deolapar,21.583,79.367,7.61,669,428,310,60,39,13,3.5,0,336,32,19,20,1.08,0.55,0.32,-0.7
613,Nagpur,Panchgaon,21.033,79.167,7.54,733,469,315,54,44,18,0.4,0,305,39,49,28,1.02,0.94,0.44,-1.3
614,Nagpur,Kalmeshwar,21.233,78.917,7.76,421,270,185,40,21,17,1.9,0,177,43,25,6,0.51,0.2,0.55,-0.8
615,Nagpur,Chorbaoli,21.467,79.317,7.76,1469,940,395,90,41,128,1.7,0,506,209,25,3,0.66,8.57,2.8,0.4
616,Nagpur,Parseoni,21.55,79.167,7.85,1146,733,400,84,46,39,50.8,0,415,96,53,60,0.28,1.03,0.84,-1.2
617,Nagpur,Nagalwadi,21.567,79.017,8.25,3057,1956,500,86,69,401,62.4,0,720,426,72,87,1.24,2.97,7.79,1.8
618,Nagpur,Sivani,21.4,79.471,7.9,899,576,315,74,32,62,0.9,0,336,99,41,25,1.29,1.61,1.52,-0.8
619,Nagpur,Uti,20.95,79.217,7.62,1164,745,360,66,47,84,3.9,0,299,177,62,18,0.95,0.82,1.93,-2.3
620,Nagpur,Chacher,21.283,79.342,7.69,997,638,325,88,26,69,1.6,0,305,138,44,30,0.99,6.7,1.66,-1.5
621,Nagpur,Manegaon Tek,21.681,79.422,7.52,1331,852,525,86,75,33,4,0,336,145,54,77,0.78,6.68,0.64,-5
622,Nagpur,Kelod,21.46,78.876,7.79,1479,947,465,92,57,106,2.4,0,445,177,69,61,1.09,0.61,2.14,-2
623,Nagpur,Sathnaori,21.133,78.8,7.65,1167,747,370,64,51,49,53.7,0,409,96,52,68,0.7,0.97,1.1,-0.7
624,Nagpur,Nayakund,21.367,79.183,7.64,779,498,275,54,34,41,6,0,256,74,44,44,0.77,1.69,1.07,-1.3
625,Nagpur,Khubala,21.45,78.967,7.8,742,475,235,60,21,39,23,0,305,50,22,32,0.73,1.88,1.1,0.3
626,Nagpur,Wagholi,21.333,79.217,7.74,804,514,270,52,34,55,3.8,0,317,82,24,27,0.95,1.24,1.46,-0.2
627,Nagpur,Sirpur Toli,21.367,79.4,7.86,573,367,180,28,27,42,2.3,0,232,35,32,23,0.95,0.79,1.37,0.2
628,Nagpur,Khat,21.242,79.546,7.97,904,579,240,52,27,88,6.9,0,403,60,45,9,0.49,6.03,2.46,1.8
629,Nagpur,Borkhedi,20.883,78.975,7.72,690,442,250,52,29,33,1,0,305,43,29,9,0.66,0,0.9,0
630,Nagpur,Chargaon (Punarwasi),21.267,78.758,7.71,469,300,200,38,26,13,0.2,0,244,18,9,3,0.65,0,0.39,0
631,Nagpur,Nagpur_Ramdaspeth,21.118,79.05,7.99,874,559,245,36,38,75,0.6,0,384,64,27,8,0.5,0.48,2.08,1.4
632,Nagpur,"Nawegaon
(Deshmukh)",20.803,79.429,8.21,638,408,240,56,24,30,6.8,0,366,18,3,9,1.39,0,0.84,1.2
633,Nagpur,Kothulna,21.419,79.036,7.86,2530,1619,730,94,120,224,17.4,0,647,404,67,76,0.9,11.33,3.6,-4
634,Nagpur,Kanholi bara,20.933,78.85,7.94,471,301,195,52,16,18,0.6,0,214,25,24,13,0.92,0.06,0.57,-0.4
635,Nagpur,Makardhokda,20.867,79.219,7.77,852,545,340,54,50,28,1.7,0,275,99,56,12,0.63,0.09,0.66,-2.3
636,Nagpur,Amgaon,20.994,78.925,7.9,871,557,345,54,51,34,0.6,0,384,60,43,5,0.53,0,0.79,-0.6
637,Nagpur,Sawargaon,21.392,78.635,7.5,985,630,410,110,33,22,2.6,0,323,121,27,44,0.35,0.48,0.47,-2.9
638,Nagpur,Dhapewada,21.303,78.914,7.76,1450,928,480,92,61,85,0.8,0,433,181,62,44,0.41,0.86,1.68,-2.5
639,Nagpur,Koradi,21.253,79.069,7.83,1106,708,400,74,52,69,1.1,0,403,131,59,36,1.38,3.89,1.5,-1.4
640,Nagpur,Nagpur_Hanuman nagar,21.118,79.1,7.78,1396,893,220,50,23,205,1.2,0,397,170,81,31,1.49,2.99,6,2.1
641,Nagpur,Saoner-1,21.39,78.941,7.93,1436,919,525,60,91,78,1.1,0,513,135,74,60,0.56,0.49,1.49,-2.1
642,Nagpur,Mouda-1,21.135,79.4,7.9,3052,1953,310,52,44,533,8.2,0,543,606,184,24,0.99,5.74,13.15,2.7
643,Nagpur,Nandora,21.171,78.611,7.86,502,321,210,38,28,20,1.8,0,256,43,3,4,0.18,0.1,0.61,0
644,Nagpur,Takalghat,20.914,78.944,7.87,1842,1179,515,62,87,180,0.9,0,592,191,160,58,0.74,1.56,3.45,-0.6
645,Nagpur,Bhasali Takli,21.353,78.991,7.78,1594,1020,460,68,70,110,1.4,0,470,174,68,60,0.28,0.04,2.23,-1.5
646,Nagpur,Pipaldol,20.833,79.266,8.02,1102,705,455,96,52,29,6.1,0,330,92,82,11,0.41,0.73,0.6,-3.7
647,Nagpur,Bhiwapur,20.766,79.516,8.04,1035,662,350,74,40,58,4.7,0,281,156,59,20,1.05,0.28,1.35,-2.4
648,Nagpur,Kharpada,21.531,79.348,7.87,1112,712,340,70,40,44,4.2,0,268,92,67,74,0.41,4.35,1.04,-2.4
649,Nagpur,Gonkhedi,21.134,78.901,7.88,920,588,325,50,49,54,0.9,0,317,78,78,23,1.06,0.96,1.31,-1.3
650,Nagpur,Ridhora,21.232,78.621,7.67,626,401,250,54,28,29,1.2,0,275,39,26,23,0.71,0,0.79,-0.5
651,Nagpur,Nagpur_Wadi naka,21.152,79.018,7.57,828,530,375,62,53,16,0.5,0,293,82,54,34,0.45,0.01,0.37,-2.7
652,Nagpur,Nagpur_Chinchbhawan,21.051,79.05,7.58,1389,889,375,112,23,87,75.2,0,567,103,62,40,0.57,1.2,1.95,1.8
653,Nagpur,Nagpur_Koradi naka,21.209,79.077,7.74,328,210,135,46,5,16,2.3,0,140,32,20,7,0.5,0.08,0.58,-0.4
654,Nagpur,Kuhi-1,21.001,79.36,7.9,807,517,250,36,39,56,1.4,0,378,35,19,19,0.7,1.14,1.54,1.2
655,Nagpur,Tarsha,21.226,79.381,7.5,2063,1320,665,124,86,101,38.7,0,323,319,198,60,0.45,30.67,1.7,-8
656,Nagpur,Mohgaon Zelpi,21.068,78.888,8.1,444,284,215,40,28,11,0.6,0,146,92,4,3,0.37,0.49,0.32,-1.9
657,Nagpur,Patansaongi-2,21.335,79.017,7.63,668,427,200,50,18,60,1.7,0,330,39,12,4,0.49,0.71,1.84,1.4
658,Nagpur,Lohgad,21.342,78.723,7.66,1077,689,355,74,41,42,3.3,0,244,106,69,68,0.35,0.45,0.97,-3.1
659,Nagpur,Singori,20.745,79.067,7.9,724,463,295,50,41,22,0.6,0,244,39,43,64,0.49,0.03,0.56,-1.9
660,Nagpur,Ringnabodi-1,21.202,78.968,7.69,998,639,360,70,45,57,1.6,0,330,110,57,40,0.52,0,1.31,-1.8
661,Nagpur,Tondakhairi,21.269,78.953,7.74,812,519,270,52,34,35,16.7,0,287,67,36,44,0.49,0.6,0.92,-0.7
662,Nagpur,Metpanjara,21.251,78.713,7.58,1275,816,350,62,47,73,1.2,0,238,149,81,61,0.61,0.47,1.69,-3.1
663,Nagpur,Sillori,21.302,78.973,7.89,771,493,155,48,9,99,3,0,268,92,39,4,1.3,0.25,3.46,1.3
664,Nagpur,Khapri,21.235,78.835,7.67,843,540,330,64,41,30,0.7,0,287,67,33,56,0.79,0.23,0.71,-1.9
665,Nagpur,Linga,21.203,78.821,7.8,1343,860,375,68,50,58,67.1,0,354,121,82,67,0.58,0.45,1.3,-1.7
666,Nagpur,Wasboli,21.219,78.702,7.58,972,622,350,68,44,46,18.5,0,391,78,46,38,0.51,0.29,1.06,-0.6
667,Nagpur,Ramgiri,21.302,78.751,7.94,560,358,170,38,18,37,1.1,0,262,25,18,6,0.94,0,1.22,0.9
668,Nagpur,Khairgaon,21.186,78.957,7.5,1123,719,380,72,49,41,1.6,0,244,110,76,60,0.33,0.42,0.92,-3.6
669,Nagpur,Satgaon,20.93,79.001,7.82,1264,809,435,78,58,74,0.5,0,433,121,85,43,0.97,0,1.54,-1.6
670,Nagpur,Ashti,21.202,78.968,7.93,890,570,325,54,46,39,1,0,275,103,40,45,0.82,0.81,0.95,-2
671,Nagpur,Mohad,21.469,78.446,7.73,730,467,275,64,28,32,1,0,275,50,34,45,0.43,0.04,0.83,-1
672,Nagpur,Gahuhivra,21.253,79.244,7.74,1358,869,440,104,44,72,4.9,0,244,152,159,61,0.67,6.92,1.5,-4.8
673,Nagpur,Ghumthala,21.135,79.303,8.04,846,541,355,76,40,30,0.8,0,427,39,38,16,0.66,0.9,0.69,-0.1
674,Nagpur,Pipla Wadi,21.404,78.844,7.79,539,345,200,44,22,24,2,0,232,39,27,5,0.55,0,0.74,-0.2
675,Nagpur,Sonegaon,20.793,78.958,7.8,670,429,195,14,39,55,1,0,238,50,55,28,0.92,0,1.7,0
676,Nagpur,Jaialkheda_1,21.385,78.418,8.09,1084,694,330,60,44,78,0.7,0,409,74,30,70,0.43,0.36,1.87,0.1
677,Nagpur,Kondhali_1,21.135,78.656,7.98,803,514,250,34,40,59,1.4,0,323,64,31,20,0.42,0,1.62,0.3
678,Nanded,Sikarghat (Amdura),19.133,77.417,7.5,853,546,320,48,49,46,3.6,0,183,121,70,39,0.58,1.06,1.13,-3.4
679,Nanded,Bhokar,19.217,77.683,7.87,1239,793,305,22,61,111,60.6,0,268,184,72,76,0.42,1.18,2.75,-1.7
680,Nanded,Jamb Buzurg,18.656,77.183,7.53,891,570,350,62,47,38,4.1,0,153,135,62,80,0.44,2.48,0.88,-4.5
681,Nanded,Narwat,19.233,77.633,7.34,896,573,350,38,62,58,10.8,0,153,124,67,124,0.36,1.23,1.34,-4.5
682,Nanded,Malegaon (II),19.311,77.317,7.75,392,251,165,30,22,15,2.5,0,140,35,26,7,0.33,0.41,0.49,-1
683,Nanded,Dhawari Buzurg,19.289,77.664,7.86,739,473,310,22,62,27,0.8,0,323,18,38,44,0.59,0.44,0.66,-0.9
684,Nanded,Barad,19.233,77.433,7.68,1033,661,400,34,77,53,1.1,0,250,163,59,45,0.59,2.78,1.15,-3.9
685,Nanded,Dorli,19.424,77.634,7.74,1049,671,295,26,56,102,4,0,256,156,76,23,1.47,2.05,2.57,-1.7
686,Nanded,Nagapur,19.213,77.699,7.39,916,586,375,28,74,37,0.8,0,153,149,62,81,0.74,3.2,0.84,-5
687,Nanded,Lahan,19.282,77.463,7.79,954,610,310,30,57,75,2.3,0,214,149,64,44,0.9,2.33,1.85,-2.7
688,Nanded,Narsi,18.81,77.533,7.88,723,463,240,24,44,50,13.2,0,183,96,47,35,0.71,2.06,1.4,-1.8
689,Nanded,Kamtala,19.675,78.183,7.59,717,459,310,24,61,22,1.3,0,311,32,30,44,0.86,1.92,0.54,-1.1
690,Nanded,Jhalakwadi,19.342,78.083,7.74,592,379,220,28,36,32,1.2,0,140,64,37,68,0.63,0.76,0.94,-2.1
691,Nanded,Waranga,19.433,77.483,7.62,1160,742,330,34,60,114,3.2,0,207,202,84,44,0.83,3.11,2.73,-3.2
692,Nanded,Unkeshwar,19.85,78.2,7.68,814,521,330,32,61,31,9.7,0,177,103,55,85,0.8,1.71,0.75,-3.7
693,Nanded,Mudkhed2,19.15,77.517,7.57,751,480,220,28,36,55,26.9,0,159,121,51,43,0.54,1.18,1.61,-1.8
694,Nanded,Anjankhed,19.839,78.078,7.96,1136,727,415,24,86,62,1,0,305,113,48,133,0.87,2.13,1.33,-3.3
695,Nanded,Janapuri-1,19.067,77.233,7.64,836,535,270,32,46,69,0.6,0,232,103,70,24,0.73,1.4,1.82,-1.6
696,Nanded,Mukher-1,18.717,77.383,7.49,1070,685,340,60,46,94,1.7,0,183,209,86,32,1.25,1.44,2.21,-3.8
697,Nanded,Hadgaon-1,19.5,77.667,7.73,1055,675,345,24,69,87,1.9,0,366,85,63,43,1.35,28.69,2.03,-0.9
698,Nanded,Gokunda (Kinwat)-1,19.583,78.233,7.55,1202,769,400,20,85,91,1.6,0,305,167,64,61,1.09,3.46,1.97,-3
699,Nanded,Wadgaon (kh),19.321,77.738,8.24,800,512,245,16,50,71,1.4,0,287,57,59,44,0.99,1.45,1.97,-0.2
700,Nanded,Mathala,19.588,77.547,7.91,1207,772,75,8,13,235,2,0,458,89,82,12,1.99,2.26,11.81,6
701,Nanded,Ardhapur-1,19.295,77.378,7.79,537,344,220,22,40,22,2.2,0,159,53,37,30,1.1,0.47,0.65,-1.8
702,Nanded,Umri-Gortha,19.035,77.626,7.6,888,568,310,26,60,53,8.7,0,140,163,57,45,0.78,2.65,1.3,-3.9
703,Nanded,Dharmabad,18.883,77.85,7.82,670,429,260,30,45,34,2.9,0,189,57,50,67,0.69,1.69,0.91,-2.1
704,Nanded,Biloli-1,18.899,77.723,8.03,927,593,160,12,32,140,2,0,384,39,75,18,1.58,4.7,4.81,3.1
705,Nanded,Kapsi Gumta,19.001,77.414,7.87,1036,663,300,26,57,96,4.4,0,244,195,55,5,1.3,1.53,2.42,-2
706,Nanded,Khambegaon,18.991,77.073,7.86,1289,825,420,24,87,90,15.7,0,256,213,65,80,0.96,2.68,1.92,-4.2
707,Nanded,Atkali-1,18.648,77.603,8.02,997,638,170,14,33,153,1.8,0,384,74,69,17,1.42,11.59,5.09,2.9
708,Nanded,Pada Tharoda,19.209,77.291,7.93,1056,676,315,20,64,94,2.8,0,317,103,69,64,1.04,1.95,2.31,-1.1
709,Nanded,Nanded,19.191,77.339,7.87,984,630,385,22,80,48,1.7,0,281,128,52,54,0.74,1.91,1.06,-3.1
710,Nanded,Dhanegaon,19.13,77.33,7.73,1698,1087,565,40,113,128,3.9,0,268,393,64,52,0.76,6.05,2.33,-6.9
711,Nanded,Police Wadi,18.922,77.086,8.13,1305,835,345,26,68,134,3,0,409,156,62,45,0.88,1.18,3.14,-0.2
712,Nanded,Himayat Nagar-1,19.421,77.867,7.81,976,625,345,14,75,62,1.6,0,159,199,62,15,0.99,3.59,1.46,-4.3
713,Nanded,Shelgaon,19.067,77.581,7.89,786,503,320,16,68,30,1,0,305,64,34,18,1.02,1.39,0.72,-1.4
714,Nanded,Balegaon,18.961,77.576,8.27,539,345,190,12,39,28,5.6,0,201,35,26,12,0.84,1.27,0.89,-0.5
715,Nanded,Kolambi,18.89,77.418,7.85,743,475,315,18,66,27,0.6,0,287,43,33,57,0.66,0.94,0.67,-1.6
716,Nanded,Kandar-1,18.873,77.196,7.99,825,528,330,8,75,40,9.9,0,366,60,35,8,0.49,0.73,0.96,-0.6
717,Nanded,Talani,18.793,77.612,7.74,665,425,240,12,51,39,0.8,0,171,74,55,43,0.61,1.18,1.1,-2
718,Nanded,Somthana,18.943,77.44,8.09,2776,1777,440,26,91,427,22.1,0,598,525,67,45,1.24,11.32,8.86,1
719,Nanded,Kuncheli,18.769,77.563,8.02,664,425,225,14,46,50,1.4,0,256,32,30,53,1.12,1.81,1.45,-0.3
720,Nanded,Ambe Sangwi,19.004,77.188,7.76,701,449,270,12,58,37,0.7,0,183,78,47,56,0.77,1.84,0.99,-2.4
721,Nanded,Barul,18.849,77.325,7.94,633,405,225,16,45,34,5.5,0,232,53,39,13,0.81,0.96,0.99,-0.7
722,Nanded,Wanwadi,19.31,77.548,7.97,670,429,120,12,22,101,1,0,214,64,37,44,1.38,0.23,4.03,1.1
723,Nanded,Gadga,18.807,77.461,7.99,696,446,275,16,57,26,1.3,0,287,28,29,52,0.8,0.6,0.69,-0.8
724,Nanded,Ramwadi Shivar,18.485,77.318,8.06,712,456,95,12,16,118,1.7,0,232,71,60,15,1.06,1.65,5.28,1.9
725,Nandurbar,Dhadgaon-1,21.827,74.227,7.62,688,441,315,66,36,31,0.9,0,354,46,26,36,0.44,0.43,0.75,-0.5
726,Nandurbar,Nandurbar,21.362,74.246,7.64,767,491,305,70,32,44,0.5,0,330,78,47,14,0.5,0.55,1.09,-0.7
727,Nandurbar,Akkalkuva,21.562,74.016,7.61,519,332,210,48,22,38,0.7,0,275,32,23,28,0.26,0,1.13,0.3
728,Nandurbar,Vadkolambi,21.067,73.833,7.73,534,342,250,50,30,47,0.3,0,354,18,18,11,0.33,0.1,1.3,0.8
729,Nandurbar,Loy,21.415,74.131,7.54,998,639,325,50,49,83,0.4,0,366,89,63,68,0.64,0.52,2,-0.5
730,Nandurbar,Nawapur2,21.164,73.781,7.72,718,459,280,52,36,40,0.7,0,372,46,23,14,0.39,0.06,1.04,0.5
731,Nandurbar,Khuntamodi,21.806,74.097,7.84,466,298,200,28,32,13,0.3,0,250,18,19,3,0.34,0,0.41,0.1
732,Nandurbar,Sundarde-1,21.389,74.188,7.71,2850,1824,1190,210,162,92,2,0,372,454,231,204,0.33,3.96,1.16,-17.7
733,Nandurbar,Wadali-1,21.456,74.618,7.9,990,634,330,52,49,89,0.5,0,384,110,45,67,0.68,1.11,2.12,-0.3
734,Nandurbar,Rampur,21.694,74.446,7.69,764,489,295,42,46,27,0.7,0,275,46,32,81,0.4,0.44,0.69,-1.4
735,Nandurbar,Bajri Pati,21.755,74.009,7.8,388,248,145,38,12,22,0.6,0,189,18,21,11,0.29,0.01,0.81,0.2
736,Nandurbar,Shravani,21.286,74.204,7.73,729,467,290,84,19,26,0.4,0,262,57,49,41,0.34,0.22,0.67,-1.5
737,Nandurbar,Ghuli,21.431,74.254,7.61,2027,1297,839,240,59,60,0.7,0,268,432,149,43,0.41,2.57,0.9,-12.4
738,Nandurbar,Dekhwad,21.342,74.172,7.72,797,510,275,46,39,97,0.3,0,342,64,62,41,0.45,0.29,2.54,0.1
739,Nandurbar,Bhardu,21.214,73.968,7.88,549,352,230,42,30,40,4.7,0,330,35,21,3,0.39,0.03,1.14,0.8
740,Nandurbar,Shahada-1,21.527,74.476,8,2254,1443,205,46,22,391,4.9,0,915,206,80,17,1.68,3.49,11.89,10.9
741,Nandurbar,Kahatool,21.511,74.555,7.91,784,502,250,44,34,73,3.1,0,354,67,43,29,0.71,0.61,2.01,0.8
742,Nashik,Deolali,19.9,73.817,7.81,776,496,350,56,51,42,2.6,0,427,43,40,8,0.43,1.22,0.97,0
743,Nashik,Andarsul,20.001,74.592,7.6,1421,909,515,84,74,81,0.8,0,366,188,106,86,0.51,1.75,1.55,-4.3
744,Nashik,Chandwad,20.258,74.238,7.36,1332,852,385,62,56,97,13.5,0,366,117,80,82,0.33,1.43,2.14,-1.7
745,Nashik,Pimpalgaon Baswant,20.171,73.983,7.58,1026,657,375,70,49,60,1.1,0,232,85,154,49,0.48,1.15,1.35,-3.7
746,Nashik,Sinnar,19.833,74,7.79,1893,1212,515,76,79,134,93.3,0,561,188,140,83,0.61,1.33,2.57,-1.1
747,Nashik,Raslapur,20.067,74.083,7.67,2161,1383,460,64,73,208,36.2,0,427,344,138,38,0.6,4.33,4.21,-2.2
748,Nashik,Trimbakeswar,19.954,73.525,7.87,466,298,170,46,13,29,13.5,0,201,43,24,5,0.22,0.24,0.96,-0.1
749,Nashik,Dindori,20.2,73.817,7.52,819,524,300,56,39,27,0.5,0,207,64,80,52,0.25,0.85,0.67,-2.6
750,Nashik,Nandur Shirgate,19.717,74.133,8.06,929,594,260,50,33,66,5.9,0,293,96,45,28,0.38,0.74,1.79,-0.4
751,Nashik,Nalegaon,20.177,73.7,7.97,371,237,175,36,21,12,1.2,0,183,14,30,4,0.3,0,0.39,-0.5
752,Nashik,Karanjali,20.254,73.585,7.92,578,370,230,40,32,24,6.3,0,226,46,33,25,0.2,0,0.68,-0.9
753,Nashik,Harsul,20.1,73.383,8.05,443,283,180,32,24,17,1.2,0,183,35,23,3,0.27,0,0.56,-0.6
754,Nashik,Mhasrul,20.034,73.808,7.82,720,461,265,44,38,32,9.4,0,305,46,29,35,0.32,0.18,0.84,-0.3
755,Nashik,Dahalewadi,19.883,73.45,7.86,208,133,105,22,12,7,0.4,0,122,11,10,2,0.18,0,0.32,-0.1
756,Nashik,Raigarh Nagar,19.889,73.696,7.62,1028,658,325,36,57,83,3.2,0,336,160,26,11,0.22,3.56,2,-1
757,Nashik,Sogras,20.3,74.117,7.71,1476,945,510,62,86,82,23.3,0,366,177,133,65,0.28,1.85,1.57,-4.2
758,Nashik,Khambale,19.717,73.633,8.03,439,281,200,40,24,12,1.6,0,232,21,14,4,0.22,0.4,0.36,-0.2
759,Nashik,Peinth,20.26,73.508,7.68,871,557,280,40,44,59,12.9,0,244,117,55,18,0.34,1.19,1.54,-1.6
760,Nashik,Savargaon,20.358,74.461,7.7,2166,1386,550,60,97,187,59.4,0,494,273,195,126,0.69,2.36,3.47,-2.9
761,Nashik,Chachadgaon,20.204,73.679,7.74,395,253,195,46,19,12,11,0,207,18,13,29,0.36,0.19,0.36,-0.5
762,Nashik,Dhundegaon,20.068,73.613,7.9,448,287,165,36,18,24,1.1,0,220,14,16,15,0.38,0,0.8,0.3
763,Nashik,Baragaon Pimpri,19.845,74.083,7.61,1210,774,440,60,70,83,1.3,0,275,121,81,119,0.57,1.19,1.71,-4.3
764,Nashik,Malwadi-1,19.773,74.085,7.02,1891,1210,700,136,87,106,0.6,0,250,390,91,103,1.08,3.2,1.74,-9.9
765,Nashik,Angangaon,20.034,74.468,8.02,1372,878,285,44,43,106,56.9,0,323,138,107,55,0.66,0.83,2.73,-0.4
766,Nashik,Purangaon-Jalgaon,20.05,74.368,7.56,2457,1572,805,114,126,131,1.2,0,232,542,142,80,0.81,5.41,2,-12.3
767,Nashik,Nashik_city-I,20.001,73.796,8.07,836,535,250,42,35,59,1.2,0,317,50,46,14,0.91,0.69,1.62,0.2
768,Nashik,Nashik_city-II,19.983,73.804,8.08,499,319,235,48,28,19,2.2,0,268,21,21,16,0.4,0,0.55,-0.3
769,Nashik,Pate,20.134,73.568,7.98,293,187,150,30,18,9,0.6,0,153,14,16,15,0.27,0,0.32,-0.5
770,Nashik,Wadholi,19.956,73.613,7.92,522,334,180,32,24,25,1.3,0,201,28,37,8,0.29,0.25,0.8,-0.3
771,Nashik,Shinde-1,19.913,73.901,7.69,1312,840,445,70,66,84,0.6,0,378,145,114,35,0.57,1.05,1.74,-2.7
772,Nashik,Khopdi Bk,19.841,74.11,8.02,2823,1807,850,84,156,221,8.8,0,683,532,97,19,0.66,4.55,3.3,-5.8
773,Nashik,Pathre Bk,19.83,74.336,7.94,2791,1786,285,46,41,496,3.6,0,622,404,154,154,1.16,8.46,12.78,4.5
774,Nashik,Marhal Kh,19.78,74.182,7.8,3756,2404,950,134,149,338,2.7,0,391,925,86,110,0.62,7.58,4.77,-12.6
775,Nashik,Wadgaon Pimpala,19.873,73.881,7.9,836,535,260,50,33,62,0.4,0,299,60,51,52,0.55,0.39,1.68,-0.3
776,Nashik,Adgaon-1,20.039,73.87,7.95,751,481,235,40,33,51,1.5,0,323,32,38,11,0.51,0.1,1.45,0.6
777,Nashik,Matori,20.054,73.743,7.71,1004,643,395,48,67,46,1.5,0,232,103,108,60,0.32,1.12,1,-4.1
778,Nashik,Talegaon,20.144,73.819,7.99,584,374,240,38,35,19,2.8,0,226,43,37,21,0.42,0.12,0.53,-1.1
779,Nashik,Umrate Bk,20.196,73.718,8.14,859,550,375,64,52,31,14.4,0,330,60,61,59,0.27,0.19,0.7,-2.1
780,Nashik,Saraste,20.123,73.503,8.11,315,201,150,28,19,12,0.5,0,177,18,13,8,0.27,0,0.42,-0.1
781,Nashik,Dhotarkheda,20.226,74.053,7.69,1232,788,500,90,67,37,0.6,0,189,117,165,104,0.3,1.02,0.73,-6.9
782,Nashik,Aad (Bk),20.208,73.597,7.76,246,158,125,24,16,10,0.6,0,122,25,11,3,0.19,0.29,0.39,-0.5
783,Nashik,Chikhalohol,20.6,74.633,7.76,1005,643,320,56,44,41,0.7,0,122,121,68,71,0.44,1.09,0.99,-4.4
784,Nashik,Dahiwal,20.533,74.692,7.93,741,474,240,42,33,66,2.3,0,146,135,75,11,0.35,0.98,1.84,-2.4
785,Nashik,Ravalgaon,20.633,74.404,7.94,1078,690,395,62,58,57,3.7,0,366,92,92,7,0.35,1.46,1.24,-1.9
786,Nashik,Satana,20.6,74.204,8.15,2135,1366,430,72,61,273,7.3,0,671,223,94,83,0.6,13.94,5.72,2.4
787,Nashik,Karanjagavan,20.633,74.542,7.96,1398,895,280,34,47,151,54.5,0,488,128,78,51,0.43,1.52,3.91,2.4
788,Nashik,Jalgaon,20.064,74.111,8.21,4638,2968,645,108,91,727,3,0,915,833,341,117,0.71,7.78,12.44,2.1
789,Nashik,Gangawadi,20.083,73.667,8.02,533,341,220,36,32,18,0.7,0,220,39,30,3,0.39,0.85,0.53,-0.8
790,Nashik,Kone,20.069,73.531,7.99,605,387,245,40,35,26,0.6,0,226,39,43,30,0.35,1,0.73,-1.2
791,Nashik,Dalwat,20.542,73.827,8.06,375,240,175,36,21,12,0.7,0,177,21,26,10,0.29,0.14,0.39,-0.6
792,Nashik,Ghagbari,20.447,73.768,7.94,872,558,280,38,45,29,51.8,0,214,96,59,60,0.26,0.25,0.75,-2.1
793,Nashik,Nandgaon,20.308,74.658,7.92,1268,812,390,56,61,98,1,0,281,131,103,80,0.61,0.96,2.16,-3.2
794,Nashik,Manmad-1,20.258,74.434,8,1461,935,510,54,91,90,2.4,0,366,149,219,9,0.57,1.84,1.73,-4.2
